Current Official Name of Satellite,Country of Operator/Owner,Users,Purpose,Class of Orbit,Perigee (km),Apogee (km),Launch Mass (kg.),Date of Launch,Expected Lifetime (yrs.),Satellite Status,Risk Cluster
OneWeb-0670                ,United Kingdom,Commercial,Communications,LEO,977.0,982.0,148.0,2023-03-09,5.0,Active,High Risk
OneWeb-0671                ,United Kingdom,Commercial,Communications,LEO,977.0,982.0,148.0,2023-03-09,5.0,Active,High Risk
OneWeb-0685 ,United Kingdom,Commercial,Communications,LEO,1176.0,1179.0,148.0,2022-12-08,5.0,Active,High Risk
OneWeb-0712 ,United Kingdom,Commercial,Communications,LEO,889.0,908.0,148.0,2022-12-08,5.0,Active,High Risk
OneWeb-0714 ,United Kingdom,Commercial,Communications,LEO,1176.0,1179.0,148.0,2022-12-08,5.0,Active,High Risk
OneWeb-0718                ,United Kingdom,Commercial,Communications,LEO,733.0,738.0,148.0,2023-03-26,5.0,Active,High Risk
Optus 10,Australia,Commercial,Communications,GEO,35772.0,35802.0,3270.0,2014-09-11,15.0,Active,Medium Risk
Optus and Defence C1,Australia,Military/Commercial,Communications,GEO,35773.0,35799.0,4800.0,2003-06-12,15.0,Inactive (Archaeology),Medium Risk
Optus D1,Australia,Commercial,Communications,GEO,35774.0,35797.0,2300.0,2006-10-13,15.0,Inactive (Archaeology),High Risk
Optus D2,Australia,Commercial,Communications,GEO,35774.0,35799.0,2400.0,2007-10-05,15.0,Inactive (Archaeology),Medium Risk
Optus D3,Australia,Commercial,Communications,GEO,35775.0,35795.0,2501.0,2009-08-21,15.0,Inactive (Archaeology),Medium Risk
ORBCOMM FM-10,USA,Commercial,Communications,LEO,770.0,776.0,45.0,1997-12-23,5.0,Inactive (Archaeology),High Risk
ORBCOMM FM-11,USA,Commercial,Communications,LEO,769.0,777.0,45.0,1997-12-23,5.0,Inactive (Archaeology),High Risk
ORBCOMM FM-12,USA,Commercial,Communications,LEO,770.0,776.0,45.0,1997-12-23,5.0,Inactive (Archaeology),High Risk
ORBCOMM FM-13,USA,Commercial,Communications,LEO,788.0,795.0,45.0,1998-08-02,5.0,Inactive (Archaeology),High Risk
ORBCOMM FM-14,USA,Commercial,Communications,LEO,789.0,794.0,45.0,1998-08-02,5.0,Inactive (Archaeology),High Risk
ORBCOMM FM-15,USA,Commercial,Communications,LEO,788.0,795.0,45.0,1998-08-02,5.0,Inactive (Archaeology),High Risk
ORBCOMM FM-18,USA,Commercial,Communications,LEO,787.0,796.0,45.0,1998-08-02,5.0,Inactive (Archaeology),High Risk
ORBCOMM FM-19,USA,Commercial,Communications,LEO,788.0,795.0,45.0,1998-08-02,5.0,Inactive (Archaeology),High Risk
ORBCOMM FM-20,USA,Commercial,Communications,LEO,791.0,792.0,45.0,1998-08-02,5.0,Inactive (Archaeology),High Risk
ORBCOMM FM-21,USA,Commercial,Communications,LEO,810.0,822.0,45.0,1998-09-23,5.0,Inactive (Archaeology),High Risk
ORBCOMM FM-23,USA,Commercial,Communications,LEO,788.0,794.0,45.0,1998-09-23,5.0,Inactive (Archaeology),High Risk
ORBCOMM FM-27,USA,Commercial,Communications,LEO,790.0,792.0,45.0,1998-09-23,5.0,Inactive (Archaeology),High Risk
ORBCOMM FM-30,USA,Commercial,Communications,LEO,788.0,796.0,45.0,1999-12-04,5.0,Inactive (Archaeology),High Risk
ORBCOMM FM-31,USA,Commercial,Communications,LEO,788.0,795.0,45.0,1999-12-04,5.0,Inactive (Archaeology),High Risk
ORBCOMM FM-32,USA,Commercial,Communications,LEO,786.0,796.0,45.0,1999-12-04,5.0,Inactive (Archaeology),High Risk
ORBCOMM FM-35,USA,Commercial,Communications,LEO,788.0,795.0,45.0,1999-12-04,5.0,Inactive (Archaeology),High Risk
ORBCOMM FM-36,USA,Commercial,Communications,LEO,788.0,795.0,45.0,1999-12-04,5.0,Inactive (Archaeology),High Risk
ORBCOMM FM-4,USA,Commercial,Communications,LEO,768.0,838.0,45.0,1998-02-10,5.0,Inactive (Archaeology),High Risk
ORBCOMM FM-5,USA,Commercial,Communications,LEO,772.0,774.0,45.0,1997-12-23,5.0,Inactive (Archaeology),High Risk
ORBCOMM FM-6,USA,Commercial,Communications,LEO,772.0,774.0,45.0,1997-12-23,5.0,Inactive (Archaeology),High Risk
ORBCOMM FM-7,USA,Commercial,Communications,LEO,771.0,774.0,45.0,1997-12-23,5.0,Inactive (Archaeology),High Risk
ORBCOMM FM-8,USA,Commercial,Communications,LEO,768.0,778.0,45.0,1997-12-23,5.0,Inactive (Archaeology),High Risk
ORBCOMM FM-9,USA,Commercial,Communications,LEO,769.0,777.0,45.0,1997-12-23,5.0,Inactive (Archaeology),High Risk
ORBCOMM FM-103,USA,Commercial,Communications,LEO,620.0,741.0,172.0,2014-07-14,5.0,Inactive (Archaeology),High Risk
ORBCOMM FM-107,USA,Commercial,Communications,LEO,620.0,739.0,172.0,2014-07-14,5.0,Inactive (Archaeology),High Risk
ORBCOMM FM-108,USA,Commercial,Communications,LEO,614.0,657.0,172.0,2015-12-22,5.0,Inactive (Archaeology),High Risk
ORBCOMM FM-109,USA,Commercial,Communications,LEO,620.0,739.0,172.0,2014-07-14,5.0,Inactive (Archaeology),High Risk
ORBCOMM FM-110,USA,Commercial,Communications,LEO,615.0,658.0,172.0,2015-12-22,5.0,Inactive (Archaeology),High Risk
ORBCOMM FM-112,USA,Commercial,Communications,LEO,614.0,657.0,172.0,2015-12-22,5.0,Inactive (Archaeology),High Risk
ORBCOMM FM-113,USA,Commercial,Communications,LEO,614.0,656.0,172.0,2015-12-22,5.0,Inactive (Archaeology),High Risk
ORBCOMM FM-114,USA,Commercial,Communications,LEO,614.0,658.0,172.0,2015-12-22,5.0,Inactive (Archaeology),High Risk
ORBCOMM FM-115,USA,Commercial,Communications,LEO,613.0,655.0,172.0,2015-12-22,5.0,Inactive (Archaeology),High Risk
ORBCOMM FM-116,USA,Commercial,Communications,LEO,614.0,654.0,172.0,2015-12-22,5.0,Inactive (Archaeology),High Risk
ORBCOMM FM-117,USA,Commercial,Communications,LEO,614.0,656.0,172.0,2015-12-22,5.0,Inactive (Archaeology),High Risk
ORBCOMM FM-118,USA,Commercial,Communications,LEO,615.0,658.0,172.0,2015-12-22,5.0,Inactive (Archaeology),High Risk
ORS-5,USA,Military,Technology Demonstration,LEO,599.0,604.0,140.0,2017-08-26,3.0,Inactive (Archaeology),High Risk
OTB-1,USA,Commercial,Technology Development,LEO,706.0,723.0,138.0,2019-06-25,25.0,Active,High Risk
Paksat-1R,Pakistan,Government/Commercial,Communications,GEO,35786.0,35800.0,5120.0,2011-08-11,15.0,Active,Medium Risk
PakTES-1a,Pakistan,Government,Earth Observation,LEO,594.0,628.0,285.0,2018-07-09,3.0,Inactive (Archaeology),High Risk
PEASSS,Netherlands,Government,Technology Development,LEO,494.0,504.0,10.0,2017-02-15,1.0,Inactive (Archaeology),High Risk
Cosmos 2486,Russia,Military,Earth Observation,LEO,714.0,733.0,7000.0,2013-06-07,5.0,Inactive (Archaeology),Medium Risk
Cosmos 2506,Russia,Military,Earth Observation,LEO,706.0,725.0,7000.0,2015-06-23,5.0,Inactive (Archaeology),Medium Risk
Pert-1,Peru,Government,Earth Observation,LEO,704.0,705.0,430.0,2016-09-16,10.0,Active,High Risk
PICASSO,ESA,Government,Technology Development,LEO,534.0,536.0,4.0,2020-09-02,2.0,Inactive (Archaeology),High Risk
Cosmos 2550,Russia,Military,Earth Observation,LEO,587.0,599.0,6500.0,2021-06-25,5.0,Active,Medium Risk
Pléiades HR1A ,France/Italy,Government,Earth Observation,LEO,697.0,699.0,1000.0,2011-12-17,5.0,Inactive (Archaeology),High Risk
Pléiades HR1B ,France,Commercial,Earth Observation,LEO,678.0,691.0,970.0,2012-12-02,5.0,Inactive (Archaeology),High Risk
Pléiades Neo 3 ,France,Commercial,Earth Observation,LEO,623.0,626.0,920.0,2021-04-29,10.0,Active,High Risk
Pléiades Neo 4,France,Commercial,Earth Observation,LEO,615.0,617.0,920.0,2021-08-17,10.0,Active,High Risk
PRISMA,Italy,Government,Earth Observation,LEO,623.0,625.0,550.0,2019-03-22,5.0,Inactive (Archaeology),High Risk
Proba 1,ESA,Government,Technology Demonstration,LEO,553.0,676.0,100.0,2001-10-22,2.0,Inactive (Archaeology),High Risk
Proba 2,ESA,Government,Technology Demonstration,LEO,708.0,728.0,130.0,2009-11-02,2.0,Inactive (Archaeology),High Risk
Proba 5,ESA,Government,Earth Observation,LEO,813.0,820.0,140.0,2013-05-07,2.5,Inactive (Archaeology),High Risk
Prometheus 2.1,USA,Military,Technology Development,LEO,574.0,586.0,1.0,2016-11-11,4.0,Inactive (Archaeology),High Risk
Prometheus 2.3,USA,Military,Technology Development,LEO,388.0,601.0,1.0,2017-08-26,2.0,Inactive (Archaeology),High Risk
Prox-1,USA,Civil,Technology Development,LEO,705.0,725.0,70.0,2019-06-25,0.25,Inactive (Archaeology),High Risk
PRSS-1,Pakistan,Government,Earth Observation,LEO,588.0,624.0,1200.0,2018-07-09,7.0,Inactive (Archaeology),High Risk
QSS,China,Government,Space Science,LEO,493.0,509.0,700.0,2016-08-15,2.0,Inactive (Archaeology),High Risk
QueztSat-1,USA,Commercial,Communications,GEO,35774.0,35798.0,5514.0,2011-09-29,15.0,Active,Medium Risk
QZS-1,Japan,Government,Navigation/Regional Positioning,GEO,32618.0,38950.0,4000.0,2010-09-11,15.0,Inactive (Archaeology),Medium Risk
QZS-1R,Japan,Government,Navigation/Regional Positioning,GEO,32647.0,38964.0,4100.0,2021-10-26,15.0,Active,Medium Risk
QZS-3,Japan,Government,Navigation/Regional Positioning,GEO,35784.0,35802.0,4000.0,2017-08-19,15.0,Active,Medium Risk
QZS-4,Japan,Government,Navigation/Regional Positioning,GEO,32622.0,38943.0,4000.0,2017-10-09,15.0,Active,Medium Risk
Radarsat-2,Canada,Commercial,Earth Observation,LEO,791.0,793.0,2924.0,2007-12-14,7.0,Inactive (Archaeology),Medium Risk
Raduga 1-M2,Russia,Military,Communications,GEO,35784.0,35788.0,2500.0,2010-01-28,5.0,Inactive (Archaeology),Medium Risk
Raduga 1-M3,Russia,Military,Communications,GEO,35777.0,35797.0,2400.0,2013-11-11,5.0,Inactive (Archaeology),High Risk
RAPIS-1,Japan,Government,Technology Development,LEO,498.0,510.0,200.0,2019-01-17,2.0,Inactive (Archaeology),High Risk
RASAT,Turkey,Government,Earth Observation,LEO,667.0,697.0,113.0,2011-08-17,3.0,Inactive (Archaeology),High Risk
Rascom-QAF 1R,Multinational,Commercial,Communications,GEO,35786.0,35787.0,3050.0,2010-08-04,15.0,Inactive (Archaeology),Medium Risk
RAVAN,USA,Government,Technology Development,LEO,570.0,583.0,5.0,2016-11-11,0.5,Inactive (Archaeology),High Risk
RCM-1,Canada,Government,Earth Observation,LEO,584.0,604.0,1430.0,2019-06-12,7.0,Active,High Risk
RCM-2,Canada,Government,Earth Observation,LEO,584.0,603.0,1430.0,2019-06-12,7.0,Active,High Risk
RCM-3,Canada,Government,Earth Observation,LEO,584.0,603.0,1430.0,2019-06-12,7.0,Active,High Risk
Resourcesat 2,India/Canada,Government,Earth Observation,LEO,817.0,823.0,1206.0,2011-04-20,5.0,Inactive (Archaeology),High Risk
Resourcesat 2A,India,Government,Earth Observation,LEO,814.0,831.0,1235.0,2016-12-07,5.0,Inactive (Archaeology),High Risk
Resurs-P1,Russia,Government/Commercial,Earth Observation,LEO,459.0,472.0,5900.0,2013-06-25,3.0,Inactive (Archaeology),Medium Risk
Resurs-P2,Russia,Government/Commercial,Earth Observation/Communications/Space Science,LEO,461.0,472.0,5900.0,2014-12-26,3.0,Inactive (Archaeology),Medium Risk
Resurs-P3,Russia,Government/Commercial,Earth Observation,LEO,469.0,472.0,5900.0,2016-03-13,5.0,Inactive (Archaeology),Medium Risk
RISat-2BR1,India,Military,Earth Observation,LEO,563.0,573.0,628.0,2019-12-11,5.0,Inactive (Archaeology),High Risk
Cosmos 2437,Russia,Military,Communications,LEO,1480.0,1511.0,280.0,2008-05-23,5.0,Inactive (Archaeology),High Risk
Cosmos 2438,Russia,Military,Communications,LEO,1477.0,1509.0,280.0,2008-05-23,5.0,Inactive (Archaeology),High Risk
Cosmos 2439,Russia,Military,Communications,LEO,1478.0,1510.0,280.0,2008-05-23,5.0,Inactive (Archaeology),High Risk
Cosmos 2451,Russia,Military,Communications,LEO,1498.0,1509.0,280.0,2009-07-06,5.0,Inactive (Archaeology),High Risk
Cosmos 2453,Russia,Military,Communications,LEO,1495.0,1506.0,280.0,2009-07-06,5.0,Inactive (Archaeology),High Risk
Cosmos 2467,Russia,Military,Communications,LEO,1493.0,1496.0,225.0,2010-09-08,3.0,Inactive (Archaeology),High Risk
Cosmos 2468,Russia,Military,Communications,LEO,1484.0,1505.0,225.0,2010-09-08,3.0,Inactive (Archaeology),High Risk
Cosmos 2481,Russia,Military,Communications,LEO,1481.0,1512.0,280.0,2012-07-28,5.0,Inactive (Archaeology),High Risk
Cosmos 2482,Russia,Military,Communications,LEO,1473.0,1516.0,250.0,2013-01-15,5.0,Inactive (Archaeology),High Risk
Cosmos 2483,Russia,Military,Communications,LEO,1473.0,1516.0,250.0,2013-01-15,5.0,Inactive (Archaeology),High Risk
Cosmos 2484,Russia,Military,Communications,LEO,1475.0,1514.0,250.0,2013-01-15,5.0,Inactive (Archaeology),High Risk
Cosmos 2488,Russia,Military,Communications,LEO,1478.0,1509.0,280.0,2013-12-25,5.0,Inactive (Archaeology),High Risk
Cosmos 2489,Russia,Military,Communications,LEO,1477.0,1507.0,280.0,2013-12-25,5.0,Inactive (Archaeology),High Risk
Cosmos 2490,Russia,Military,Communications,LEO,1482.0,1511.0,280.0,2013-12-25,5.0,Inactive (Archaeology),High Risk
Cosmos 2496,Russia,Military,Communications,LEO,1480.0,1511.0,280.0,2014-05-23,5.0,Inactive (Archaeology),High Risk
Cosmos 2497,Russia,Military,Communications,LEO,1478.0,1510.0,280.0,2014-05-23,5.0,Inactive (Archaeology),High Risk
Cosmos 2498,Russia,Military,Communications,LEO,1477.0,1509.0,280.0,2014-05-23,5.0,Inactive (Archaeology),High Risk
Cosmos 2507,Russia,Military,Communications,LEO,1497.0,1506.0,280.0,2015-09-23,5.0,Inactive (Archaeology),High Risk
Cosmos 2508,Russia,Military,Communications,LEO,1496.0,1504.0,280.0,2015-09-23,5.0,Inactive (Archaeology),High Risk
Cosmos 2509,Russia,Military,Communications,LEO,1498.0,1508.0,280.0,2015-09-23,5.0,Inactive (Archaeology),High Risk
Cosmos 2530,Russia,Military,Communications,LEO,1485.0,1508.0,280.0,2018-10-30,5.0,Inactive (Archaeology),High Risk
Cosmos 2531,Russia,Military,Communications,LEO,1485.0,1508.0,280.0,2018-10-30,5.0,Inactive (Archaeology),High Risk
Cosmos 2532,Russia,Military,Communications,LEO,1485.0,1508.0,280.0,2018-10-30,5.0,Inactive (Archaeology),High Risk
Rumba,ESA,Government,Space Science,Elliptical,17240.0,120715.0,1200.0,2000-08-09,4.0,Inactive (Archaeology),High Risk
S-Net-1,Germany,Civil,Technology Development,LEO,572.0,588.0,8.5,2018-01-31,1.0,Inactive (Archaeology),High Risk
S-Net-2,Germany,Civil,Technology Development,LEO,571.0,588.0,8.5,2018-01-31,1.0,Inactive (Archaeology),High Risk
S-Net-3,Germany,Civil,Technology Development,LEO,571.0,588.0,9.0,2018-01-31,1.0,Inactive (Archaeology),High Risk
S-Net-4,Germany,Civil,Technology Development,LEO,571.0,588.0,9.0,2018-01-31,1.0,Inactive (Archaeology),High Risk
Salsa,ESA,Government,Space Science,Elliptical,21998.0,110256.0,1200.0,2000-07-16,4.0,Inactive (Archaeology),High Risk
Samba,ESA,Government,Space Science,Elliptical,22017.0,110791.0,1200.0,2000-07-16,4.0,Inactive (Archaeology),High Risk
SAOCOM-1A,Argentina,Government,Earth Observation,LEO,626.0,633.0,1650.0,2018-10-07,5.0,Inactive (Archaeology),High Risk
SAOCOM-1B,Argentina,Government,Earth Observation,LEO,606.0,612.0,3050.0,2020-08-31,5.0,Inactive (Archaeology),Medium Risk
Sapphire,Canada,Military,Space Observation,LEO,772.0,787.0,148.0,2013-02-25,5.0,Inactive (Archaeology),High Risk
SAR-Lupe 1,Germany,Military,Earth Observation,LEO,468.0,505.0,770.0,2006-12-19,10.0,Inactive (Archaeology),High Risk
SAR-Lupe 2,Germany,Military,Earth Observation,LEO,470.0,503.0,770.0,2007-07-02,10.0,Inactive (Archaeology),High Risk
SAR-Lupe 3,Germany,Military,Earth Observation,LEO,473.0,496.0,770.0,2007-11-01,10.0,Inactive (Archaeology),High Risk
SAR-Lupe 4,Germany,Military,Earth Observation,LEO,448.0,486.0,770.0,2008-03-27,10.0,Inactive (Archaeology),High Risk
SAR-Lupe 5,Germany,Military,Earth Observation,LEO,474.0,502.0,770.0,2008-07-22,10.0,Inactive (Archaeology),High Risk
SARah-1,Germany,Military,Earth Observation,LEO,743.0,751.0,4000.0,2022-06-18,10.0,Active,Medium Risk
SARAL,India/France,Government,Earth Observation,LEO,782.0,785.0,407.0,2013-02-25,5.0,Inactive (Archaeology),High Risk
Saudisat-5A,Saudi Arabia,Government,Earth Observation,LEO,533.0,551.0,425.0,2018-12-07,5.0,Inactive (Archaeology),High Risk
Saudisat-5B,Saudi Arabia,Government,Earth Observation,LEO,532.0,551.0,425.0,2018-12-07,5.0,Inactive (Archaeology),High Risk
USA 230,USA,Military,Earth Observation,GEO,35778.0,35795.0,4500.0,2011-05-07,12.0,Inactive (Archaeology),Medium Risk
USA 241,USA,Military,Earth Observation,GEO,35770.0,35790.0,4500.0,2013-03-19,12.0,Inactive (Archaeology),Medium Risk
USA 273,USA,Military,Earth Observation,GEO,35779.0,35785.0,4500.0,2017-01-20,12.0,Active,Medium Risk
USA 282,USA,Military,Earth Observation,GEO,35758.0,35815.0,4500.0,2018-01-19,12.0,Active,Medium Risk
USA 315,USA,Military,Earth Observation,GEO,35778.0,35797.0,4850.0,2021-05-18,12.0,Active,Medium Risk
ScatSat-1,India,Government,Earth Observation,LEO,717.0,731.0,371.0,2016-09-26,5.0,Inactive (Archaeology),High Risk
SCD-1,Brazil,Government,Earth Observation,LEO,716.0,776.0,110.0,1993-02-09,3.0,Inactive (Archaeology),High Risk
SCD-2,Brazil,Government,Earth Observation,LEO,735.0,760.0,110.0,1998-10-23,3.0,Inactive (Archaeology),High Risk
SDO,USA,Government,Space Science,GEO,35779.0,35791.0,3100.0,2010-02-11,5.0,Inactive (Archaeology),Medium Risk
SDS-4,Japan,Government,Technology Development,LEO,661.0,673.0,50.0,2012-05-17,2.0,Inactive (Archaeology),High Risk
Sentinel 1A,ESA,Government,Earth Observation,LEO,691.0,693.0,2300.0,2014-04-03,7.0,Inactive (Archaeology),High Risk
Sentinel 1B,ESA,Government,Earth Observation,LEO,695.0,697.0,2300.0,2016-04-25,7.0,Inactive (Archaeology),High Risk
Sentinel 2A,ESA,Government,Earth Observation,LEO,787.0,788.0,1130.0,2015-06-23,7.0,Inactive (Archaeology),High Risk
Sentinel 2B,ESA,Government,Earth Observation,LEO,777.0,779.0,1130.0,2017-03-06,7.0,Inactive (Archaeology),High Risk
Sentinel 3A,ESA,Government,Earth Observation,LEO,802.0,804.0,2300.0,2016-02-16,7.0,Inactive (Archaeology),High Risk
Sentinel 3B,ESA,Government,Earth Observation,LEO,802.0,815.0,2300.0,2018-04-25,7.0,Inactive (Archaeology),High Risk
Sentinel 5P,ESA,Government,Earth Observation,LEO,816.0,819.0,820.0,2017-10-13,7.0,Inactive (Archaeology),High Risk
Sentinel 6,ESA,Government,Earth Observation,LEO,1308.0,1327.0,1192.0,2020-11-21,5.0,Inactive (Archaeology),High Risk
SES-10,Luxembourg,Commercial,Communications,GEO,35777.0,35799.0,5271.0,2017-03-30,15.0,Active,Medium Risk
SES-11/EchoStar 105,Luxembourg,Commercial,Communications,GEO,35785.0,35801.0,5200.0,2017-10-11,15.0,Active,Medium Risk
SES-12,Luxembourg,Commercial ,Communications,GEO,35785.0,35785.0,5300.0,2018-06-04,15.0,Active,Medium Risk
SES-14,Luxembourg,Commercial,Communications,GEO,35785.0,35785.0,4423.0,2018-01-25,15.0,Active,Medium Risk
SES-17,Luxembourg,Commercial,Communications,GEO,9403.0,44654.0,6411.0,2021-10-24,18.0,Active,Medium Risk
SES-18,Luxembourg,Commercial,Communications,GEO,35785.0,35804.0,3605.0,2023-03-17,18.0,Active,Medium Risk
SES-19,Luxembourg,Commercial,Communications,GEO,35788.0,35800.0,3650.0,2023-03-17,18.0,Active,Medium Risk
SES-2,Luxembourg,Commercial,Communications,GEO,35778.0,35798.0,3200.0,2011-09-21,18.0,Active,Medium Risk
SES-20,Luxembourg,Commercial,Communications,GEO,35774.0,35798.0,1600.0,2022-10-04,18.0,Active,High Risk
SES-21,Luxembourg,Commercial,Communications,GEO,35784.0,35786.0,1600.0,2022-10-04,18.0,Active,High Risk
SES-22,Luxembourg,Commercial,Communications,GEO,35728.0,35730.0,3500.0,2022-06-29,18.0,Active,Medium Risk
SES-3,Luxembourg,Commercial,Communications,GEO,35850.0,35852.0,3112.0,2011-07-15,15.0,Active,Medium Risk
SES-5,Luxembourg,Commercial,Communications,GEO,35783.0,35791.0,6007.0,2012-07-09,15.0,Active,Medium Risk
SES-6,Luxembourg,Commercial,Communications,GEO,35757.0,35816.0,6140.0,2013-06-03,15.0,Active,Medium Risk
SES-7,Luxembourg,Commercial,Communications,GEO,35783.0,35790.0,4007.0,2009-05-16,15.0,Inactive (Archaeology),Medium Risk
SES-8,Luxembourg,Commercial,Communications,GEO,35777.0,35795.0,3138.0,2013-12-03,15.0,Active,Medium Risk
SES-9,Luxembourg,Commercial,Communications,GEO,35787.0,35791.0,5271.0,2016-03-04,15.0,Active,Medium Risk
SGDC,Brazil,Commercial/Military,Communications,GEO,35775.0,35798.0,5735.0,2017-05-04,18.0,Active,Medium Risk
Shijian 20,China,Government,Technology Development,GEO,35751.0,35824.0,7600.0,2019-12-27,20.0,Active,Medium Risk
Sicral 1A,Italy,Military,Communications,GEO,35769.0,35802.0,2596.0,2001-02-07,12.0,Inactive (Archaeology),Medium Risk
Sicral 1B,Italy,Military/Commercial,Communications,GEO,35788.0,35802.0,3038.0,2009-04-20,12.0,Inactive (Archaeology),Medium Risk
Sicral 2/Syracuse 3C,France/Italy,Military,Communications,GEO,35770.0,35800.0,4400.0,2015-04-26,15.0,Active,Medium Risk
